subjectId,static,dynamic
100349,0.625,0.49077499999999996,0.49865000000000004,0.50415,0.5064,0.47865,0.44865
100090,0.625,0.7737749999999999,0.7103999999999998,0.6692749999999998,0.7671499999999998,0.7415249999999999,0.6871499999999998
110403,0.625,0.6962125,0.6728375,0.6983374999999999,0.6717125,0.6605875,0.6983374999999999
100091,0.75,0.8314208333333333,0.8314208333333333,0.8314208333333333,0.8346708333333334,0.8346708333333334,0.8369208333333333
100089,0.625,0.6416083333333332,0.6348583333333332,0.6337333333333333,0.6316083333333332,0.6304833333333333,0.6304833333333333
100094,0.75,0.7355874999999998,0.7344624999999999,0.7410874999999999,0.7633374999999999,0.7633374999999999,0.7667124999999999
100088,0.625,0.5401916666666666,0.5458166666666666,0.5535666666666667,0.5535666666666667,0.5469416666666667,0.5401916666666666
100092,0.75,0.8273375,0.8317125,0.8362124999999999,0.8373375,0.8273375,0.8050875
100093,0.625,0.6926083333333333,0.6737333333333333,0.6403583333333333,0.6393583333333333,0.6771083333333333,0.6926083333333333
200362,0.875,0.8383583333333332,0.8383583333333332,0.8383583333333332,0.8383583333333332,0.8383583333333332,0.8394833333333332
