subjectId,static,dynamic
100166,0.875,0.93739375,0.93739375,0.93739375,0.93739375
100163,0.625,0.80183125,0.80408125,0.81408125,0.81408125
110411,0.75,0.83383125,0.78833125,0.85045625,0.83945625
100167,0.5,0.19520625000000008,0.19520625000000008,0.19520625000000008,0.2574562500000001
200371,0.75,0.7482375,0.7538625,0.7649875,0.7782375
100162,0.625,0.5210500000000001,0.5244250000000001,0.5266750000000001,0.5266750000000001
100161,0.75,0.81833125,0.80833125,0.8005812499999999,0.81383125
100164,0.875,1.0896125,1.1141125,1.1084875,1.1041125
100168,0.75,0.6446750000000001,0.6279250000000001,0.5990500000000001,0.7001750000000001
100165,0.625,0.56195625,0.5540812500000001,0.5508312500000001,0.5452062500000001
