subjectId,static,dynamic
100331,0.125,0.09276875000000001,0.09276875000000001,0.09276875000000001,0.09276875000000001
100328,0.25,0.21245625000000007,0.28358125000000006,0.29470625000000006,0.2358312500000001
100329,0.375,0.39976874999999995,0.39976874999999995,0.39751875,0.4030187499999999
100326,0.5,0.6538312500000001,0.66720625,0.68158125,0.71495625
100330,0.75,1.089675,1.08855,1.08855,1.08855
100325,0.125,-0.2031375,-0.1941375,-0.1775125,-0.1763875
110432,0.25,0.26739375,0.26739375,0.25189375,0.22639375
200393,0.5,0.59051875,0.59051875,0.59051875,0.59051875
100324,0.25,0.057268750000000035,0.057268750000000035,0.057268750000000035,0.057268750000000035
100319,0.625,0.84383125,0.8705812500000001,0.8705812500000001,0.8705812500000001
